,00355.p,00355.p,00355.s,00355.s,00387.o,00387.o,00355.p
120,907.500000,907.500000,907.500000,907.500000,907.500000,907.500000,121.000000
121,915.000000,915.000000,915.000000,915.000000,915.000000,915.000000,122.000000
122,922.500000,922.500000,922.500000,922.500000,922.500000,922.500000,123.000000
123,930.000000,930.000000,930.000000,930.000000,930.000000,930.000000,124.000000
124,937.500000,937.500000,937.500000,937.500000,937.500000,937.500000,125.000000
125,945.000000,945.000000,945.000000,945.000000,945.000000,945.000000,126.000000
126,952.500000,952.500000,952.500000,952.500000,952.500000,952.500000,127.000000
127,960.000000,960.000000,960.000000,960.000000,960.000000,960.000000,128.000000
128,967.500000,967.500000,967.500000,967.500000,967.500000,967.500000,129.000000
129,975.000000,975.000000,975.000000,975.000000,975.000000,975.000000,130.000000
130,982.500000,982.500000,982.500000,982.500000,982.500000,982.500000,131.000000
131,990.000000,990.000000,990.000000,990.000000,990.000000,990.000000,132.000000
132,997.500000,997.500000,997.500000,997.500000,997.500000,997.500000,133.000000
133,1005.000000,1005.000000,1005.000000,1005.000000,1005.000000,1005.000000,134.000000
134,1012.500000,1012.500000,1012.500000,1012.500000,1012.500000,1012.500000,135.000000
135,1020.000000,1020.000000,1020.000000,1020.000000,1020.000000,1020.000000,136.000000
136,1027.500000,1027.500000,1027.500000,1027.500000,1027.500000,1027.500000,137.000000
137,1035.000000,1035.000000,1035.000000,1035.000000,1035.000000,1035.000000,138.000000
138,1042.500000,1042.500000,1042.500000,1042.500000,1042.500000,1042.500000,139.000000
139,1050.000000,1050.000000,1050.000000,1050.000000,1050.000000,1050.000000,140.000000
140,1057.500000,1057.500000,1057.500000,1057.500000,1057.500000,1057.500000,141.000000
141,1065.000000,1065.000000,1065.000000,1065.000000,1065.000000,1065.000000,142.000000
142,1072.500000,1072.500000,1072.500000,1072.500000,1072.500000,1072.500000,143.000000
143,1080.000000,1080.000000,1080.000000,1080.000000,1080.000000,1080.000000,144.000000
144,1087.500000,1087.500000,1087.500000,1087.500000,1087.500000,1087.500000,145.000000
145,1095.000000,1095.000000,1095.000000,1095.000000,1095.000000,1095.000000,146.000000
146,1102.500000,1102.500000,1102.500000,1102.500000,1102.500000,1102.500000,147.000000
147,1110.000000,1110.000000,1110.000000,1110.000000,1110.000000,1110.000000,148.000000
148,1117.500000,1117.500000,1117.500000,1117.500000,1117.500000,1117.500000,149.000000
149,1125.000000,1125.000000,1125.000000,1125.000000,1125.000000,1125.000000,150.000000
150,1132.500000,1132.500000,1132.500000,1132.500000,1132.500000,1132.500000,151.000000
151,1140.000000,1140.000000,1140.000000,1140.000000,1140.000000,1140.000000,152.000000
152,1147.500000,1147.500000,1147.500000,1147.500000,1147.500000,1147.500000,153.000000
153,1155.000000,1155.000000,1155.000000,1155.000000,1155.000000,1155.000000,154.000000
154,1162.500000,1162.500000,1162.500000,1162.500000,1162.500000,1162.500000,155.000000
155,1170.000000,1170.000000,1170.000000,1170.000000,1170.000000,1170.000000,156.000000
156,1177.500000,1177.500000,1177.500000,1177.500000,1177.500000,1177.500000,157.000000
157,1185.000000,1185.000000,1185.000000,1185.000000,1185.000000,1185.000000,158.000000
158,1192.500000,1192.500000,1192.500000,1192.500000,1192.500000,1192.500000,159.000000
159,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,160.000000
160,1207.500000,1207.500000,1207.500000,1207.500000,1207.500000,1207.500000,161.000000
161,1215.000000,1215.000000,1215.000000,1215.000000,1215.000000,1215.000000,162.000000
162,1222.500000,1222.500000,1222.500000,1222.500000,1222.500000,1222.500000,163.000000
163,1230.000000,1230.000000,1230.000000,1230.000000,1230.000000,1230.000000,164.000000
164,1237.500000,1237.500000,1237.500000,1237.500000,1237.500000,1237.500000,165.000000
165,1245.000000,1245.000000,1245.000000,1245.000000,1245.000000,1245.000000,166.000000
166,1252.500000,1252.500000,1252.500000,1252.500000,1252.500000,1252.500000,167.000000
167,1260.000000,1260.000000,1260.000000,1260.000000,1260.000000,1260.000000,168.000000
168,1267.500000,1267.500000,1267.500000,1267.500000,1267.500000,1267.500000,169.000000
169,1275.000000,1275.000000,1275.000000,1275.000000,1275.000000,1275.000000,170.000000
170,1282.500000,1282.500000,1282.500000,1282.500000,1282.500000,1282.500000,171.000000
171,1290.000000,1290.000000,1290.000000,1290.000000,1290.000000,1290.000000,172.000000
172,1297.500000,1297.500000,1297.500000,1297.500000,1297.500000,1297.500000,173.000000
173,1305.000000,1305.000000,1305.000000,1305.000000,1305.000000,1305.000000,174.000000
174,1312.500000,1312.500000,1312.500000,1312.500000,1312.500000,1312.500000,175.000000
175,1320.000000,1320.000000,1320.000000,1320.000000,1320.000000,1320.000000,176.000000
176,1327.500000,1327.500000,1327.500000,1327.500000,1327.500000,1327.500000,177.000000
177,1335.000000,1335.000000,1335.000000,1335.000000,1335.000000,1335.000000,178.000000
178,1342.500000,1342.500000,1342.500000,1342.500000,1342.500000,1342.500000,179.000000
179,1350.000000,1350.000000,1350.000000,1350.000000,1350.000000,1350.000000,180.000000
180,1357.500000,1357.500000,1357.500000,1357.500000,1357.500000,1357.500000,181.000000
181,1365.000000,1365.000000,1365.000000,1365.000000,1365.000000,1365.000000,182.000000
182,1372.500000,1372.500000,1372.500000,1372.500000,1372.500000,1372.500000,183.000000
183,1380.000000,1380.000000,1380.000000,1380.000000,1380.000000,1380.000000,184.000000
184,1387.500000,1387.500000,1387.500000,1387.500000,1387.500000,1387.500000,185.000000
185,1395.000000,1395.000000,1395.000000,1395.000000,1395.000000,1395.000000,186.000000
186,1402.500000,1402.500000,1402.500000,1402.500000,1402.500000,1402.500000,187.000000
187,1410.000000,1410.000000,1410.000000,1410.000000,1410.000000,1410.000000,188.000000
188,1417.500000,1417.500000,1417.500000,1417.500000,1417.500000,1417.500000,189.000000
189,1425.000000,1425.000000,1425.000000,1425.000000,1425.000000,1425.000000,190.000000
190,1432.500000,1432.500000,1432.500000,1432.500000,1432.500000,1432.500000,191.000000
191,1440.000000,1440.000000,1440.000000,1440.000000,1440.000000,1440.000000,192.000000
192,1447.500000,1447.500000,1447.500000,1447.500000,1447.500000,1447.500000,193.000000
193,1455.000000,1455.000000,1455.000000,1455.000000,1455.000000,1455.000000,194.000000
194,1462.500000,1462.500000,1462.500000,1462.500000,1462.500000,1462.500000,195.000000
195,1470.000000,1470.000000,1470.000000,1470.000000,1470.000000,1470.000000,196.000000
196,1477.500000,1477.500000,1477.500000,1477.500000,1477.500000,1477.500000,197.000000
197,1485.000000,1485.000000,1485.000000,1485.000000,1485.000000,1485.000000,198.000000
198,1492.500000,1492.500000,1492.500000,1492.500000,1492.500000,1492.500000,199.000000
199,1500.000000,1500.000000,1500.000000,1500.000000,1500.000000,1500.000000,200.000000
200,1507.500000,1507.500000,1507.500000,1507.500000,1507.500000,1507.500000,201.000000
201,1515.000000,1515.000000,1515.000000,1515.000000,1515.000000,1515.000000,202.000000
202,1522.500000,1522.500000,1522.500000,1522.500000,1522.500000,1522.500000,203.000000
203,1530.000000,1530.000000,1530.000000,1530.000000,1530.000000,1530.000000,204.000000
204,1537.500000,1537.500000,1537.500000,1537.500000,1537.500000,1537.500000,205.000000
205,1545.000000,1545.000000,1545.000000,1545.000000,1545.000000,1545.000000,206.000000
206,1552.500000,1552.500000,1552.500000,1552.500000,1552.500000,1552.500000,207.000000
207,1560.000000,1560.000000,1560.000000,1560.000000,1560.000000,1560.000000,208.000000
208,1567.500000,1567.500000,1567.500000,1567.500000,1567.500000,1567.500000,209.000000
209,1575.000000,1575.000000,1575.000000,1575.000000,1575.000000,1575.000000,210.000000
210,1582.500000,1582.500000,1582.500000,1582.500000,1582.500000,1582.500000,211.000000
211,1590.000000,1590.000000,1590.000000,1590.000000,1590.000000,1590.000000,212.000000
212,1597.500000,1597.500000,1597.500000,1597.500000,1597.500000,1597.500000,213.000000
213,1605.000000,1605.000000,1605.000000,1605.000000,1605.000000,1605.000000,214.000000
214,1612.500000,1612.500000,1612.500000,1612.500000,1612.500000,1612.500000,215.000000
215,1620.000000,1620.000000,1620.000000,1620.000000,1620.000000,1620.000000,216.000000
216,1627.500000,1627.500000,1627.500000,1627.500000,1627.500000,1627.500000,217.000000
217,1635.000000,1635.000000,1635.000000,1635.000000,1635.000000,1635.000000,218.000000
218,1642.500000,1642.500000,1642.500000,1642.500000,1642.500000,1642.500000,219.000000
219,1650.000000,1650.000000,1650.000000,1650.000000,1650.000000,1650.000000,220.000000
220,1657.500000,1657.500000,1657.500000,1657.500000,1657.500000,1657.500000,221.000000
221,1665.000000,1665.000000,1665.000000,1665.000000,1665.000000,1665.000000,222.000000
222,1672.500000,1672.500000,1672.500000,1672.500000,1672.500000,1672.500000,223.000000
223,1680.000000,1680.000000,1680.000000,1680.000000,1680.000000,1680.000000,224.000000
224,1687.500000,1687.500000,1687.500000,1687.500000,1687.500000,1687.500000,225.000000
225,1695.000000,1695.000000,1695.000000,1695.000000,1695.000000,1695.000000,226.000000
226,1702.500000,1702.500000,1702.500000,1702.500000,1702.500000,1702.500000,227.000000
227,1710.000000,1710.000000,1710.000000,1710.000000,1710.000000,1710.000000,228.000000
228,1717.500000,1717.500000,1717.500000,1717.500000,1717.500000,1717.500000,229.000000
229,1725.000000,1725.000000,1725.000000,1725.000000,1725.000000,1725.000000,230.000000
230,1732.500000,1732.500000,1732.500000,1732.500000,1732.500000,1732.500000,231.000000
231,1740.000000,1740.000000,1740.000000,1740.000000,1740.000000,1740.000000,232.000000
232,1747.500000,1747.500000,1747.500000,1747.500000,1747.500000,1747.500000,233.000000
233,1755.000000,1755.000000,1755.000000,1755.000000,1755.000000,1755.000000,234.000000
234,1762.500000,1762.500000,1762.500000,1762.500000,1762.500000,1762.500000,235.000000
235,1770.000000,1770.000000,1770.000000,1770.000000,1770.000000,1770.000000,236.000000
236,1777.500000,1777.500000,1777.500000,1777.500000,1777.500000,1777.500000,237.000000
237,1785.000000,1785.000000,1785.000000,1785.000000,1785.000000,1785.000000,238.000000
238,1792.500000,1792.500000,1792.500000,1792.500000,1792.500000,1792.500000,239.000000
239,1800.000000,1800.000000,1800.000000,1800.000000,1800.000000,1800.000000,240.000000
240,1807.500000,1807.500000,1807.500000,1807.500000,1807.500000,1807.500000,241.000000
241,1815.000000,1815.000000,1815.000000,1815.000000,1815.000000,1815.000000,242.000000
242,1822.500000,1822.500000,1822.500000,1822.500000,1822.500000,1822.500000,243.000000
243,1830.000000,1830.000000,1830.000000,1830.000000,1830.000000,1830.000000,244.000000
244,1837.500000,1837.500000,1837.500000,1837.500000,1837.500000,1837.500000,245.000000
245,1845.000000,1845.000000,1845.000000,1845.000000,1845.000000,1845.000000,246.000000
246,1852.500000,1852.500000,1852.500000,1852.500000,1852.500000,1852.500000,247.000000
247,1860.000000,1860.000000,1860.000000,1860.000000,1860.000000,1860.000000,248.000000
248,1867.500000,1867.500000,1867.500000,1867.500000,1867.500000,1867.500000,249.000000
249,1875.000000,1875.000000,1875.000000,1875.000000,1875.000000,1875.000000,250.000000
250,1882.500000,1882.500000,1882.500000,1882.500000,1882.500000,1882.500000,251.000000
251,1890.000000,1890.000000,1890.000000,1890.000000,1890.000000,1890.000000,252.000000
252,1897.500000,1897.500000,1897.500000,1897.500000,1897.500000,1897.500000,253.000000
253,1905.000000,1905.000000,1905.000000,1905.000000,1905.000000,1905.000000,254.000000
254,1912.500000,1912.500000,1912.500000,1912.500000,1912.500000,1912.500000,255.000000
255,1920.000000,1920.000000,1920.000000,1920.000000,1920.000000,1920.000000,256.000000
256,1927.500000,1927.500000,1927.500000,1927.500000,1927.500000,1927.500000,257.000000
257,1935.000000,1935.000000,1935.000000,1935.000000,1935.000000,1935.000000,258.000000
258,1942.500000,1942.500000,1942.500000,1942.500000,1942.500000,1942.500000,259.000000
259,1950.000000,1950.000000,1950.000000,1950.000000,1950.000000,1950.000000,260.000000
260,1957.500000,1957.500000,1957.500000,1957.500000,1957.500000,1957.500000,261.000000
261,1965.000000,1965.000000,1965.000000,1965.000000,1965.000000,1965.000000,262.000000
262,1972.500000,1972.500000,1972.500000,1972.500000,1972.500000,1972.500000,263.000000
263,1980.000000,1980.000000,1980.000000,1980.000000,1980.000000,1980.000000,264.000000
264,1987.500000,1987.500000,1987.500000,1987.500000,1987.500000,1987.500000,265.000000
265,1995.000000,1995.000000,1995.000000,1995.000000,1995.000000,1995.000000,266.000000
266,2002.500000,2002.500000,2002.500000,2002.500000,2002.500000,2002.500000,267.000000
267,2010.000000,2010.000000,2010.000000,2010.000000,2010.000000,2010.000000,268.000000
268,2017.500000,2017.500000,2017.500000,2017.500000,2017.500000,2017.500000,269.000000
269,2025.000000,2025.000000,2025.000000,2025.000000,2025.000000,2025.000000,270.000000
270,2032.500000,2032.500000,2032.500000,2032.500000,2032.500000,2032.500000,271.000000
271,2040.000000,2040.000000,2040.000000,2040.000000,2040.000000,2040.000000,272.000000
272,2047.500000,2047.500000,2047.500000,2047.500000,2047.500000,2047.500000,273.000000
273,2055.000000,2055.000000,2055.000000,2055.000000,2055.000000,2055.000000,274.000000
274,2062.500000,2062.500000,2062.500000,2062.500000,2062.500000,2062.500000,275.000000
275,2070.000000,2070.000000,2070.000000,2070.000000,2070.000000,2070.000000,276.000000
276,2077.500000,2077.500000,2077.500000,2077.500000,2077.500000,2077.500000,277.000000
277,2085.000000,2085.000000,2085.000000,2085.000000,2085.000000,2085.000000,278.000000
278,2092.500000,2092.500000,2092.500000,2092.500000,2092.500000,2092.500000,279.000000
279,2100.000000,2100.000000,2100.000000,2100.000000,2100.000000,2100.000000,280.000000
280,2107.500000,2107.500000,2107.500000,2107.500000,2107.500000,2107.500000,281.000000
281,2115.000000,2115.000000,2115.000000,2115.000000,2115.000000,2115.000000,282.000000
282,2122.500000,2122.500000,2122.500000,2122.500000,2122.500000,2122.500000,283.000000
283,2130.000000,2130.000000,2130.000000,2130.000000,2130.000000,2130.000000,284.000000
284,2137.500000,2137.500000,2137.500000,2137.500000,2137.500000,2137.500000,285.000000
285,2145.000000,2145.000000,2145.000000,2145.000000,2145.000000,2145.000000,286.000000
286,2152.500000,2152.500000,2152.500000,2152.500000,2152.500000,2152.500000,287.000000
287,2160.000000,2160.000000,2160.000000,2160.000000,2160.000000,2160.000000,288.000000
288,2167.500000,2167.500000,2167.500000,2167.500000,2167.500000,2167.500000,289.000000
289,2175.000000,2175.000000,2175.000000,2175.000000,2175.000000,2175.000000,290.000000
290,2182.500000,2182.500000,2182.500000,2182.500000,2182.500000,2182.500000,291.000000
291,2190.000000,2190.000000,2190.000000,2190.000000,2190.000000,2190.000000,292.000000
292,2197.500000,2197.500000,2197.500000,2197.500000,2197.500000,2197.500000,293.000000
293,2205.000000,2205.000000,2205.000000,2205.000000,2205.000000,2205.000000,294.000000
294,2212.500000,2212.500000,2212.500000,2212.500000,2212.500000,2212.500000,295.000000
295,2220.000000,2220.000000,2220.000000,2220.000000,2220.000000,2220.000000,296.000000
296,2227.500000,2227.500000,2227.500000,2227.500000,2227.500000,2227.500000,297.000000
297,2235.000000,2235.000000,2235.000000,2235.000000,2235.000000,2235.000000,298.000000
298,2242.500000,2242.500000,2242.500000,2242.500000,2242.500000,2242.500000,299.000000
299,2250.000000,2250.000000,2250.000000,2250.000000,2250.000000,2250.000000,300.000000
300,2257.500000,2257.500000,2257.500000,2257.500000,2257.500000,2257.500000,301.000000
301,2265.000000,2265.000000,2265.000000,2265.000000,2265.000000,2265.000000,302.000000
302,2272.500000,2272.500000,2272.500000,2272.500000,2272.500000,2272.500000,303.000000
303,2280.000000,2280.000000,2280.000000,2280.000000,2280.000000,2280.000000,304.000000
304,2287.500000,2287.500000,2287.500000,2287.500000,2287.500000,2287.500000,305.000000
305,2295.000000,2295.000000,2295.000000,2295.000000,2295.000000,2295.000000,306.000000
306,2302.500000,2302.500000,2302.500000,2302.500000,2302.500000,2302.500000,307.000000
307,2310.000000,2310.000000,2310.000000,2310.000000,2310.000000,2310.000000,308.000000
308,2317.500000,2317.500000,2317.500000,2317.500000,2317.500000,2317.500000,309.000000
309,2325.000000,2325.000000,2325.000000,2325.000000,2325.000000,2325.000000,310.000000
310,2332.500000,2332.500000,2332.500000,2332.500000,2332.500000,2332.500000,311.000000
311,2340.000000,2340.000000,2340.000000,2340.000000,2340.000000,2340.000000,312.000000
312,2347.500000,2347.500000,2347.500000,2347.500000,2347.500000,2347.500000,313.000000
313,2355.000000,2355.000000,2355.000000,2355.000000,2355.000000,2355.000000,314.000000
314,2362.500000,2362.500000,2362.500000,2362.500000,2362.500000,2362.500000,315.000000
315,2370.000000,2370.000000,2370.000000,2370.000000,2370.000000,2370.000000,316.000000
316,2377.500000,2377.500000,2377.500000,2377.500000,2377.500000,2377.500000,317.000000
317,2385.000000,2385.000000,2385.000000,2385.000000,2385.000000,2385.000000,318.000000
318,2392.500000,2392.500000,2392.500000,2392.500000,2392.500000,2392.500000,319.000000
319,2400.000000,2400.000000,2400.000000,2400.000000,2400.000000,2400.000000,320.000000
320,2407.500000,2407.500000,2407.500000,2407.500000,2407.500000,2407.500000,321.000000
321,2415.000000,2415.000000,2415.000000,2415.000000,2415.000000,2415.000000,322.000000
322,2422.500000,2422.500000,2422.500000,2422.500000,2422.500000,2422.500000,323.000000
323,2430.000000,2430.000000,2430.000000,2430.000000,2430.000000,2430.000000,324.000000
324,2437.500000,2437.500000,2437.500000,2437.500000,2437.500000,2437.500000,325.000000
325,2445.000000,2445.000000,2445.000000,2445.000000,2445.000000,2445.000000,326.000000
326,2452.500000,2452.500000,2452.500000,2452.500000,2452.500000,2452.500000,327.000000
327,2460.000000,2460.000000,2460.000000,2460.000000,2460.000000,2460.000000,328.000000
328,2467.500000,2467.500000,2467.500000,2467.500000,2467.500000,2467.500000,329.000000
329,2475.000000,2475.000000,2475.000000,2475.000000,2475.000000,2475.000000,330.000000
330,2482.500000,2482.500000,2482.500000,2482.500000,2482.500000,2482.500000,331.000000
331,2490.000000,2490.000000,2490.000000,2490.000000,2490.000000,2490.000000,332.000000
332,2497.500000,2497.500000,2497.500000,2497.500000,2497.500000,2497.500000,333.000000
333,2505.000000,2505.000000,2505.000000,2505.000000,2505.000000,2505.000000,334.000000
334,2512.500000,2512.500000,2512.500000,2512.500000,2512.500000,2512.500000,335.000000
335,2520.000000,2520.000000,2520.000000,2520.000000,2520.000000,2520.000000,336.000000
336,2527.500000,2527.500000,2527.500000,2527.500000,2527.500000,2527.500000,337.000000
337,2535.000000,2535.000000,2535.000000,2535.000000,2535.000000,2535.000000,338.000000
338,2542.500000,2542.500000,2542.500000,2542.500000,2542.500000,2542.500000,339.000000
339,2550.000000,2550.000000,2550.000000,2550.000000,2550.000000,2550.000000,340.000000
340,2557.500000,2557.500000,2557.500000,2557.500000,2557.500000,2557.500000,341.000000
